income_average,loan_to_income_ratio,debt_to_income_ratio,requested_amount,loan_tenure_months,category_id,sub_cat_paddy,sub_cat_orchard,sub_cat_retail,sub_cat_wholesale,sub_cat_manufacturing,sub_cat_vehicle,sub_cat_housing,guarantor_count,monthly_savings,remain_amount,remain_month,late_payment_count,repayment_score,active_loan_count,total_outstanding,previous_loan_count,previous_approval_rate,ownership_exists,business_license_exists,occ_government,occ_employee,occ_business,occ_self_employed,occ_farmer,occ_freelancer,occupation_risk_score,gender_male,customer_stability_score,has_form_7,land_size_acre,seasonal_income,seasonal_income_ratio,crop_paddy,crop_fruit,crop_vegetable,has_business_license,years_in_business,daily_cash_flow,monthly_cash_flow,cashflow_to_loan_ratio,biz_retail,biz_wholesale,biz_manufacturing,fixed_monthly_salary,has_collateral,salary_to_installment,purpose_vehicle,purpose_housing,purpose_other,loan_status_target
1272244,1.572,0.262,2000000,6,3,0,0,0,0,0,0,1,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,0,1,0,0,0,0,0,0.1,0,72.42,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,1272244.0,1,3.8167,0,1,0,1
781405,1.2797,0.1066,1000000,12,1,1,0,0,0,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,1,0,0,0,0,0,1,0,0.45,1,82.42,1,11.401327806236278,1561361.462517393,1.5614,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,1
677854,14.7524,2.4587,10000000,6,3,0,0,0,0,0,1,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,0,1,0,0,0,0,0,0.1,0,23.65,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,677854.0,1,0.4067,1,0,0,1
1463155,3.4173,0.1898,5000000,18,1,1,0,0,0,0,0,0,1,50000,100000,2,1,0.0,1,100000,1,1.0,0,0,0,0,0,0,1,0,0.45,0,45.0,0,8.346469994248658,2559046.265343192,0.5118,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,0
1492270,6.7012,0.2792,10000000,24,1,0,1,0,0,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,0,0,0,0,0,1,0,0.45,0,63.91,0,3.869463432958545,6544172.650768065,0.6544,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,0
1100344,4.544,0.7573,5000000,6,1,1,0,0,0,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,1,0,0,0,0,0,1,0,0.45,0,82.42,1,13.755160983521492,3658791.636348007,0.7318,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,1
1472724,0.679,0.0283,1000000,24,3,0,0,0,0,0,0,0,1,50000,100000,2,1,0.0,1,100000,1,1.0,0,0,1,0,0,0,0,0,0.1,0,45.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,1472724.0,0,35.3454,0,0,1,1
1220638,0.8192,0.1365,1000000,6,2,0,0,0,0,1,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,1,0,0,1,0,0,0,0.35,0,77.42,0,0.0,0.0,0.0,0,0,0,1,7.475016914994544,105264.0,3157920.0,18.9475,0,0,1,0.0,0,0.0,0,0,0,1
1075805,1.8591,0.1033,2000000,18,3,0,0,0,0,0,0,1,1,50000,100000,2,1,0.0,1,100000,1,1.0,0,0,0,1,0,0,0,0,0.2,0,45.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,1075805.0,0,9.6822,0,1,0,1
412448,4.8491,0.202,2000000,24,2,0,0,0,1,0,0,0,1,50000,100000,2,1,0.0,1,100000,1,1.0,0,1,0,0,0,1,0,0,0.45,1,46.5,0,0.0,0.0,0.0,0,0,0,1,1.3557980918075654,148891.0,4466730.0,53.6008,0,1,0,0.0,0,0.0,0,0,0,1
569812,1.755,0.0975,1000000,18,3,0,0,0,0,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,0,1,0,0,0,0,0,0.1,1,72.42,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,569812.0,0,10.2566,0,0,1,1
365632,27.3499,2.2792,10000000,12,1,0,1,0,0,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,1,0,0,0,0,0,1,0,0.45,1,0.0,1,12.799603662427451,8875375.789811937,0.8875,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,1
392436,7.6446,0.637,3000000,12,1,1,0,0,0,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,1,0,0,0,0,0,1,0,0.45,0,64.89,1,7.388931159575347,2138571.263737027,0.7129,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,1
726704,2.7522,0.1147,2000000,24,2,0,0,0,0,1,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,1,0,0,0,1,0,0,0.45,1,77.42,0,0.0,0.0,0.0,0,0,0,1,9.007078771944927,120295.0,3608850.0,43.3062,0,0,1,0.0,0,0.0,0,0,0,1
1258063,0.7949,0.0331,1000000,24,2,0,0,0,0,1,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,1,0,0,1,0,0,0,0.35,1,77.42,0,0.0,0.0,0.0,0,0,0,1,7.722067588819085,159742.0,4792260.0,115.0142,0,0,1,0.0,0,0.0,0,0,0,1
936660,3.2029,0.5338,3000000,6,2,0,0,0,1,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,1,0,0,1,0,0,0,0.35,0,77.42,0,0.0,0.0,0.0,0,0,0,1,2.3337265072713356,141504.0,4245120.0,8.4902,0,1,0,0.0,0,0.0,0,0,0,1
1111896,2.6981,0.1124,3000000,24,2,0,0,0,0,1,0,0,1,50000,100000,2,1,0.0,1,100000,1,1.0,0,1,0,0,0,1,0,0,0.45,1,50.0,0,0.0,0.0,0.0,0,0,0,1,1.9889240410654705,107435.0,3223050.0,25.7844,0,0,1,0.0,0,0.0,0,0,0,1
1166682,1.7143,0.0714,2000000,24,1,1,0,0,0,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,1,0,0,0,0,0,1,0,0.45,1,82.42,1,7.955916837583043,2445373.325650342,1.2227,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,1
597448,16.7379,0.9299,10000000,18,3,0,0,0,0,0,1,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,0,0,1,0,0,0,0,0.2,0,13.73,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,597448.0,0,1.0754,1,0,0,0
537964,1.8589,0.0775,1000000,24,3,0,0,0,0,0,0,1,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,0,0,1,0,0,0,0,0.2,0,72.42,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,537964.0,0,12.9111,0,1,0,1
1079625,9.2625,0.7719,10000000,12,1,1,0,0,0,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,0,0,0,0,0,1,0,0.45,1,51.1,0,2.0505148720313806,7305749.308401364,0.7306,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,0
1170751,0.8542,0.0475,1000000,18,1,0,1,0,0,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,0,0,0,0,0,1,0,0.45,0,72.42,0,10.95257131967711,1059282.9002735047,1.0593,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,0
541578,5.5394,0.4616,3000000,12,1,1,0,0,0,0,0,0,1,50000,100000,2,1,0.0,1,100000,1,1.0,1,0,0,0,0,0,1,0,0.45,0,52.3,1,13.88365729314067,4419020.00258846,1.473,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,1
1319097,3.7905,0.1579,5000000,24,1,0,1,0,0,0,0,0,1,50000,100000,2,1,0.0,1,100000,1,1.0,0,0,0,0,0,0,1,0,0.45,1,45.0,0,11.654118903015222,3136530.013510869,0.6273,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,0
933577,2.1423,0.0893,2000000,24,2,0,0,1,0,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,0,0,0,1,0,0,0,0.35,1,72.42,0,0.0,0.0,0.0,0,0,0,0,4.179020171999087,97110.0,2913300.0,34.9596,1,0,0,0.0,0,0.0,0,0,0,0
909223,3.2995,0.275,3000000,12,1,0,1,0,0,0,0,0,1,50000,100000,2,1,0.0,1,100000,1,1.0,1,0,0,0,0,0,1,0,0.45,0,55.0,1,8.972921715558053,4961219.788068201,1.6537,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,1
574602,3.4807,0.5801,2000000,6,1,1,0,0,0,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,1,0,0,0,0,0,1,0,0.45,0,82.42,1,14.378666269423968,3610289.6710695676,1.8051,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,1
984910,10.1532,0.8461,10000000,12,3,0,0,0,0,0,0,0,1,50000,100000,2,1,0.0,1,100000,1,1.0,0,0,1,0,0,0,0,0,0.1,0,19.23,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,984910.0,1,1.1819,0,0,1,1
1314668,3.8032,0.6339,5000000,6,3,0,0,0,0,0,0,1,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,0,0,0,0,0,0,1,0.55,0,72.42,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,1,0,1
389825,7.6958,0.3207,3000000,24,3,0,0,0,0,0,1,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,0,1,0,0,0,0,0,0.1,1,54.53,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,389825.0,1,3.1186,1,0,0,1
392757,7.6383,1.2731,3000000,6,2,0,0,0,0,1,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,0,0,0,1,0,0,0,0.35,0,54.93,0,0.0,0.0,0.0,0,0,0,0,5.661226257868564,176609.0,5298270.0,10.5965,0,0,1,0.0,0,0.0,0,0,0,0
959035,1.0427,0.0869,1000000,12,1,1,0,0,0,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,1,0,0,0,0,0,1,0,0.45,0,82.42,1,5.307212630683414,1806696.6974289406,1.8067,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,1
1451363,3.445,0.2871,5000000,12,2,0,0,1,0,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,0,0,0,0,1,0,0,0.45,1,72.42,0,0.0,0.0,0.0,0,0,0,0,6.447808988295528,121676.0,3650280.0,8.7607,1,0,0,0.0,0,0.0,0,0,0,0
1226559,2.4459,0.2038,3000000,12,2,0,0,0,1,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,1,0,0,1,0,0,0,0.35,0,77.42,0,0.0,0.0,0.0,0,0,0,1,5.574274990099345,124091.0,3722730.0,14.8909,0,1,0,0.0,0,0.0,0,0,0,1
765978,2.611,0.1451,2000000,18,1,0,1,0,0,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,1,0,0,0,0,0,1,0,0.45,1,82.42,1,14.863780697317777,1071683.1520047775,0.5358,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,1
1081091,9.2499,0.3854,10000000,24,1,0,1,0,0,0,0,0,1,50000,100000,2,1,0.0,1,100000,1,1.0,1,0,0,0,0,0,1,0,0.45,0,33.75,1,4.470617739113646,7594571.861902713,0.7595,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,1
552816,5.4268,0.2261,3000000,24,3,0,0,0,0,0,0,1,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,0,0,1,0,0,0,0,0.2,1,70.28,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,552816.0,1,4.4225,0,1,0,1
562825,17.7675,1.4806,10000000,12,2,0,0,0,0,1,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,1,0,0,1,0,0,0,0.35,0,13.58,0,0.0,0.0,0.0,0,0,0,1,4.912873925123433,165522.0,4965660.0,5.9588,0,0,1,0.0,0,0.0,0,0,0,1
1417796,2.116,0.1176,3000000,18,1,0,1,0,0,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,1,0,0,0,0,0,1,0,0.45,0,82.42,1,6.477065797756062,2503589.309739482,0.8345,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,1
1492387,2.0102,0.0838,3000000,24,3,0,0,0,0,0,0,1,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,0,0,0,0,0,0,1,0.55,0,72.42,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,1,0,1
758659,3.9543,0.3295,3000000,12,2,0,0,0,0,1,0,0,1,50000,100000,2,1,0.0,1,100000,1,1.0,0,1,0,0,0,1,0,0,0.45,0,50.0,0,0.0,0.0,0.0,0,0,0,1,3.913638101928536,65250.0,1957500.0,7.83,0,0,1,0.0,0,0.0,0,0,0,1
335564,14.9003,0.8278,5000000,18,2,0,0,1,0,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,1,0,0,1,0,0,0,0.35,0,21.34,0,0.0,0.0,0.0,0,0,0,1,5.761747198067895,142105.0,4263150.0,15.3473,1,0,0,0.0,0,0.0,0,0,0,1
521903,9.5803,0.5322,5000000,18,2,0,0,0,1,0,0,0,1,50000,100000,2,1,0.0,1,100000,1,1.0,0,0,0,0,1,0,0,0,0.35,1,22.1,0,0.0,0.0,0.0,0,0,0,0,6.260686022094543,139662.0,4189860.0,15.0835,0,1,0,0.0,0,0.0,0,0,0,0
1129895,4.4252,0.7375,5000000,6,1,0,1,0,0,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,0,0,0,0,0,1,0,0.45,1,72.42,0,12.156560248615392,3012460.916898284,0.6025,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,0
1037570,9.6379,1.6063,10000000,6,2,0,0,0,0,1,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,0,0,0,0,1,0,0,0.45,1,49.23,0,0.0,0.0,0.0,0,0,0,0,5.055350686539456,195395.0,5861850.0,3.5171,0,0,1,0.0,0,0.0,0,0,0,0
913684,5.4724,0.228,5000000,24,2,0,0,0,1,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,1,0,0,1,0,0,0,0.35,0,75.05,0,0.0,0.0,0.0,0,0,0,1,6.387164620421978,197427.0,5922810.0,28.4295,0,1,0,0.0,0,0.0,0,0,0,1
995288,5.0237,0.2093,5000000,24,3,0,0,0,0,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,0,1,0,0,0,0,0,0.1,1,72.3,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,995288.0,1,4.7774,0,0,1,1
1024240,0.9763,0.0542,1000000,18,2,0,0,0,0,1,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,1,0,0,0,1,0,0,0.45,0,77.42,0,0.0,0.0,0.0,0,0,0,1,6.200987558217519,197433.0,5922990.0,106.6138,0,0,1,0.0,0,0.0,0,0,0,1
1020818,9.7961,0.4082,10000000,24,1,0,1,0,0,0,0,0,1,50000,100000,2,1,0.0,1,100000,1,1.0,1,0,0,0,0,0,1,0,0.45,0,31.02,1,12.533039650452464,18398514.48941836,1.8399,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,1
408275,2.4493,0.4082,1000000,6,2,0,0,0,0,1,0,0,1,50000,100000,2,1,0.0,1,100000,1,1.0,0,1,0,0,1,0,0,0,0.35,1,46.33,0,0.0,0.0,0.0,0,0,0,1,4.9701532738379735,198276.0,5948280.0,35.6897,0,0,1,0.0,0,0.0,0,0,0,1
948556,3.1627,0.1318,3000000,24,2,0,0,0,0,1,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,1,0,0,1,0,0,0,0.35,0,77.42,0,0.0,0.0,0.0,0,0,0,1,7.852852165929068,170373.0,5111190.0,40.8895,0,0,1,0.0,0,0.0,0,0,0,1
1117793,1.7892,0.2982,2000000,6,2,0,0,0,0,1,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,1,0,0,1,0,0,0,0.35,0,77.42,0,0.0,0.0,0.0,0,0,0,1,2.3739958665331544,188014.0,5640420.0,16.9213,0,0,1,0.0,0,0.0,0,0,0,1
1010160,9.8994,0.4125,10000000,24,2,0,0,0,1,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,0,0,0,1,0,0,0,0.35,1,47.92,0,0.0,0.0,0.0,0,0,0,0,0.7718323040487514,97948.0,2938440.0,7.0523,0,1,0,0.0,0,0.0,0,0,0,0
1267125,0.7892,0.1315,1000000,6,2,0,0,1,0,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,1,0,0,0,1,0,0,0.45,0,77.42,0,0.0,0.0,0.0,0,0,0,1,6.410116549953476,91740.0,2752200.0,16.5132,1,0,0,0.0,0,0.0,0,0,0,1
447350,6.7062,0.3726,3000000,18,1,1,0,0,0,0,0,0,1,50000,100000,2,1,0.0,1,100000,1,1.0,0,0,0,0,0,0,1,0,0.45,1,34.36,0,3.8824136085721968,5071118.40240499,1.6904,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,0
875909,3.425,0.2854,3000000,12,2,0,0,1,0,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,0,0,0,1,0,0,0,0.35,1,72.42,0,0.0,0.0,0.0,0,0,0,0,4.55186126047913,195944.0,5878320.0,23.5133,1,0,0,0.0,0,0.0,0,0,0,0
1387205,3.6044,0.6007,5000000,6,1,0,1,0,0,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,1,0,0,0,0,0,1,0,0.45,1,82.42,1,6.084541579838245,4698778.487639199,0.9398,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,1
577592,3.4627,0.2886,2000000,12,2,0,0,0,0,1,0,0,1,50000,100000,2,1,0.0,1,100000,1,1.0,0,1,0,0,1,0,0,0,0.35,0,50.0,0,0.0,0.0,0.0,0,0,0,1,8.90009869593989,131643.0,3949290.0,23.6957,0,0,1,0.0,0,0.0,0,0,0,1
436119,11.4648,0.6369,5000000,18,2,0,0,1,0,0,0,0,1,50000,100000,2,1,0.0,1,100000,1,1.0,0,1,0,0,0,1,0,0,0.45,1,15.12,0,0.0,0.0,0.0,0,0,0,1,6.566487764276923,110086.0,3302580.0,11.8893,1,0,0,0.0,0,0.0,0,0,0,1
321376,15.5581,2.593,5000000,6,3,0,0,0,0,0,0,1,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,0,1,0,0,0,0,0,0.1,1,12.48,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,321376.0,0,0.3857,0,1,0,0
544708,18.3585,1.5299,10000000,12,3,0,0,0,0,0,1,0,1,50000,100000,2,1,0.0,1,100000,1,1.0,0,0,0,1,0,0,0,0,0.2,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,544708.0,1,0.6536,1,0,0,1
462139,4.3277,0.7213,2000000,6,2,0,0,1,0,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,0,0,0,1,0,0,0,0.35,1,70.9,0,0.0,0.0,0.0,0,0,0,0,3.5547331201880232,33706.0,1011180.0,3.0335,1,0,0,0.0,0,0.0,0,0,0,0
628792,3.1807,0.2651,2000000,12,3,0,0,0,0,0,1,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,0,0,1,0,0,0,0,0.2,1,72.42,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,628792.0,1,3.7728,1,0,0,1
903969,11.0623,0.4609,10000000,24,3,0,0,0,0,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,0,0,1,0,0,0,0,0.2,0,42.1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,903969.0,0,2.1695,0,0,1,0
830574,3.612,0.602,3000000,6,2,0,0,0,0,1,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,1,0,0,0,1,0,0,0.45,1,77.42,0,0.0,0.0,0.0,0,0,0,1,1.2842107646884577,151091.0,4532730.0,9.0655,0,0,1,0.0,0,0.0,0,0,0,1
833347,3.5999,0.6,3000000,6,3,0,0,0,0,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,0,0,0,0,0,0,1,0.55,1,72.42,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,1,1
1088839,2.7552,0.2296,3000000,12,3,0,0,0,0,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,0,0,1,0,0,0,0,0.2,1,72.42,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,1088839.0,1,4.3554,0,0,1,1
1000648,9.9935,0.5552,10000000,18,1,0,1,0,0,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,0,0,0,0,0,1,0,0.45,0,47.45,0,13.058805424345978,18672440.805557504,1.8672,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,0
1108344,9.0225,0.3759,10000000,24,2,0,0,0,1,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,1,0,0,1,0,0,0,0.35,0,57.3,0,0.0,0.0,0.0,0,0,0,1,8.65441580391598,100643.0,3019290.0,7.2463,0,1,0,0.0,0,0.0,0,0,0,1
1016952,2.95,0.1639,3000000,18,3,0,0,0,0,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,0,0,0,0,0,0,1,0.55,1,72.42,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,1,1
1358925,3.6794,0.2044,5000000,18,1,0,1,0,0,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,0,0,0,0,0,1,0,0.45,0,72.42,0,9.702039723587056,8305142.340258954,1.661,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,0
397654,2.5147,0.1048,1000000,24,3,0,0,0,0,0,1,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,0,0,1,0,0,0,0,0.2,1,68.32,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,397654.0,0,9.5437,1,0,0,1
621282,1.6096,0.1341,1000000,12,2,0,0,0,1,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,0,0,0,1,0,0,0,0.35,1,72.42,0,0.0,0.0,0.0,0,0,0,0,1.8915860201874264,170469.0,5114070.0,61.3688,0,1,0,0.0,0,0.0,0,0,0,0
435846,2.2944,0.3824,1000000,6,1,1,0,0,0,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,0,0,0,0,0,1,0,0.45,1,69.85,0,10.984850845403518,1083549.1972308122,1.0835,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,0
1044200,9.5767,1.5961,10000000,6,3,0,0,0,0,0,1,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,0,0,0,0,0,0,1,0.55,0,49.53,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,1,0,0,0
1058055,0.9451,0.0525,1000000,18,2,0,0,0,0,1,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,1,0,0,0,1,0,0,0.45,1,77.42,0,0.0,0.0,0.0,0,0,0,1,6.827161574606481,191424.0,5742720.0,103.369,0,0,1,0.0,0,0.0,0,0,0,1
1106586,2.711,0.1506,3000000,18,1,0,1,0,0,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,1,0,0,0,0,0,1,0,0.45,0,82.42,1,2.0652449911890978,5349038.826563281,1.783,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,1
887327,2.254,0.1878,2000000,12,1,1,0,0,0,0,0,0,1,50000,100000,2,1,0.0,1,100000,1,1.0,1,0,0,0,0,0,1,0,0.45,1,55.0,1,2.2408658585494736,3120171.8504116563,1.5601,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,1
1282511,1.5594,0.2599,2000000,6,1,0,1,0,0,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,1,0,0,0,0,0,1,0,0.45,1,82.42,1,5.316002408699486,1328168.7874996262,0.6641,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,1
773611,12.9264,2.1544,10000000,6,2,0,0,1,0,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,1,0,0,0,1,0,0,0.45,1,37.78,0,0.0,0.0,0.0,0,0,0,1,4.923085972169626,116871.0,3506130.0,2.1037,1,0,0,0.0,0,0.0,0,0,0,1
1106066,0.9041,0.0377,1000000,24,1,1,0,0,0,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,1,0,0,0,0,0,1,0,0.45,0,82.42,1,11.452949121209736,1192450.7777668005,1.1925,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,1
656272,7.6188,0.6349,5000000,12,1,0,1,0,0,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,1,0,0,0,0,0,1,0,0.45,1,69.32,1,8.941473758921562,9685479.617745891,1.9371,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,1
1428307,3.5006,0.5834,5000000,6,1,1,0,0,0,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,1,0,0,0,0,0,1,0,0.45,1,82.42,1,9.833819981288492,3628934.8848104374,0.7258,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,1
619013,8.0774,0.4487,5000000,18,3,0,0,0,0,0,0,0,1,50000,100000,2,1,0.0,1,100000,1,1.0,0,0,0,1,0,0,0,0,0.2,0,29.61,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,619013.0,1,2.2284,0,0,1,1
1497951,2.0027,0.0834,3000000,24,1,0,1,0,0,0,0,0,1,50000,100000,2,1,0.0,1,100000,1,1.0,1,0,0,0,0,0,1,0,0.45,1,55.0,1,6.241905281020307,5360850.1998576475,1.787,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,1
1270808,2.3607,0.0984,3000000,24,1,0,1,0,0,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,0,0,0,0,0,1,0,0.45,1,72.42,0,4.347358189972469,3601556.6427154024,1.2005,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,0
