income_average,loan_to_income_ratio,debt_to_income_ratio,requested_amount,loan_tenure_months,category_id,sub_cat_paddy,sub_cat_orchard,sub_cat_retail,sub_cat_wholesale,sub_cat_manufacturing,sub_cat_vehicle,sub_cat_housing,guarantor_count,monthly_savings,remain_amount,remain_month,late_payment_count,repayment_score,active_loan_count,total_outstanding,previous_loan_count,previous_approval_rate,ownership_exists,business_license_exists,occ_government,occ_employee,occ_business,occ_self_employed,occ_farmer,occ_freelancer,occupation_risk_score,gender_male,customer_stability_score,has_form_7,land_size_acre,seasonal_income,seasonal_income_ratio,crop_paddy,crop_fruit,crop_vegetable,has_business_license,years_in_business,daily_cash_flow,monthly_cash_flow,cashflow_to_loan_ratio,biz_retail,biz_wholesale,biz_manufacturing,fixed_monthly_salary,has_collateral,salary_to_installment,purpose_vehicle,purpose_housing,purpose_other,loan_status_target
721483,13.8603,0.77,10000000,18,1,0,1,0,0,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,1,0,0,0,0,0,1,0,0.45,1,38.11,1,14.092837569788042,12649717.740558177,1.265,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,1
1039029,4.8122,0.802,5000000,6,1,1,0,0,0,0,0,0,1,50000,100000,2,1,0.0,1,100000,1,1.0,1,0,0,0,0,0,1,0,0.45,0,55.0,1,6.677799889653584,5039691.096426031,1.0079,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,1
1393717,3.5875,0.5979,5000000,6,3,0,0,0,0,0,1,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,0,1,0,0,0,0,0,0.1,1,72.42,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,1393717.0,0,1.6725,1,0,0,0
858063,1.1654,0.0486,1000000,24,1,0,1,0,0,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,1,0,0,0,0,0,1,0,0.45,1,82.42,1,3.1928814645508132,554109.0485219161,0.5541,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,1
370421,5.3993,0.8999,2000000,6,3,0,0,0,0,0,1,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,0,0,0,0,0,0,1,0.55,1,65.24,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,1,0,0,1
450338,22.2055,1.8505,10000000,12,1,1,0,0,0,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,1,0,0,0,0,0,1,0,0.45,1,0.0,1,6.999216436254094,19012139.2011599,1.9012,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,1
357724,8.3864,0.3494,3000000,24,1,1,0,0,0,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,1,0,0,0,0,0,1,0,0.45,1,59.79,1,7.60514420539994,5624523.0191401085,1.8748,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,1
1124547,8.8925,1.4821,10000000,6,3,0,0,0,0,0,0,0,1,50000,100000,2,1,0.0,1,100000,1,1.0,0,0,0,0,0,0,0,1,0.55,0,25.54,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,1,1
1153045,8.6727,0.4818,10000000,18,3,0,0,0,0,0,1,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,0,0,1,0,0,0,0,0.2,0,54.05,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,1153045.0,0,2.0755,1,0,0,0
1224010,4.0849,0.2269,5000000,18,1,1,0,0,0,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,0,0,0,0,0,1,0,0.45,1,72.42,0,13.340974204043668,9386823.75849664,1.8774,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,0
743626,1.3448,0.1121,1000000,12,2,0,0,0,1,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,1,0,0,0,1,0,0,0.45,1,77.42,0,0.0,0.0,0.0,0,0,0,1,6.616822265648326,73279.0,2198370.0,26.3804,0,1,0,0.0,0,0.0,0,0,0,1
636337,1.5715,0.131,1000000,12,1,0,1,0,0,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,0,0,0,0,0,1,0,0.45,1,72.42,0,6.0833659450310265,1997905.916134301,1.9979,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,0
1382484,7.2334,1.2056,10000000,6,1,0,1,0,0,0,0,0,1,50000,100000,2,1,0.0,1,100000,1,1.0,1,0,0,0,0,0,1,0,0.45,0,43.83,1,2.1600733155592993,17933551.017033834,1.7934,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,1
468567,6.4025,0.3557,3000000,18,3,0,0,0,0,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,0,0,0,0,0,0,1,0.55,1,64.15,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,1,1
1187387,2.5266,0.2105,3000000,12,1,1,0,0,0,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,1,0,0,0,0,0,1,0,0.45,1,82.42,1,13.07433765481403,1863869.9844225957,0.6213,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,1
822595,6.0783,0.2533,5000000,24,1,0,1,0,0,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,0,0,0,0,0,1,0,0.45,0,67.02,0,2.6642218463747502,2890503.8869841658,0.5781,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,0
390215,2.5627,0.4271,1000000,6,1,0,1,0,0,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,1,0,0,0,0,0,1,0,0.45,0,78.02,1,10.004749366606255,1836966.575497542,1.837,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,1
645892,3.0965,0.129,2000000,24,1,0,1,0,0,0,0,0,1,50000,100000,2,1,0.0,1,100000,1,1.0,1,0,0,0,0,0,1,0,0.45,1,55.0,1,2.4010194356648027,2683797.5387599454,1.3419,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,1
865229,2.3115,0.0963,2000000,24,2,0,0,1,0,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,1,0,0,0,1,0,0,0.45,1,77.42,0,0.0,0.0,0.0,0,0,0,1,6.314772619506756,127216.0,3816480.0,45.7978,1,0,0,0.0,0,0.0,0,0,0,1
1345442,0.7433,0.0413,1000000,18,3,0,0,0,0,0,1,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,0,0,0,0,0,0,1,0.55,1,72.42,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,1,0,0,1
530755,9.4205,1.5701,5000000,6,1,0,1,0,0,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,1,0,0,0,0,0,1,0,0.45,0,60.31,1,13.861715295518831,2703100.552216052,0.5406,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,1
997271,1.0027,0.0836,1000000,12,2,0,0,0,0,1,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,0,0,0,0,1,0,0,0.45,0,72.42,0,0.0,0.0,0.0,0,0,0,0,3.4584197131497123,146409.0,4392270.0,52.7072,0,0,1,0.0,0,0.0,0,0,0,0
685905,7.2896,0.405,5000000,18,1,0,1,0,0,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,1,0,0,0,0,0,1,0,0.45,1,70.97,1,7.587971462840074,4781875.216548672,0.9564,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,1
1434231,0.6972,0.0387,1000000,18,1,0,1,0,0,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,1,0,0,0,0,0,1,0,0.45,0,82.42,1,3.9372422355920547,1337022.8047166863,1.337,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,1
1063371,1.8808,0.1045,2000000,18,1,1,0,0,0,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,0,0,0,0,0,1,0,0.45,0,72.42,0,12.039945464690145,1279876.1221898184,0.6399,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,0
902214,5.5419,0.4618,5000000,12,2,0,0,0,1,0,0,0,1,50000,100000,2,1,0.0,1,100000,1,1.0,0,1,0,0,1,0,0,0,0.35,0,47.29,0,0.0,0.0,0.0,0,0,0,1,1.061927494998165,138078.0,4142340.0,9.9416,0,1,0,0.0,0,0.0,0,0,0,1
1498345,6.674,1.1123,10000000,6,1,1,0,0,0,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,0,0,0,0,0,1,0,0.45,0,64.05,0,11.897326900135479,7408658.929414944,0.7409,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,0
1251521,1.5981,0.2663,2000000,6,3,0,0,0,0,0,0,1,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,0,0,0,0,0,0,1,0.55,0,72.42,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,1,0,1
339658,5.8883,0.3271,2000000,18,2,0,0,0,1,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,0,0,0,1,0,0,0,0.35,0,61.56,0,0.0,0.0,0.0,0,0,0,0,2.433093432455855,77893.0,2336790.0,21.0311,0,1,0,0.0,0,0.0,0,0,0,0
755648,6.6168,0.2757,5000000,24,2,0,0,0,1,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,0,0,0,0,1,0,0,0.45,0,64.33,0,0.0,0.0,0.0,0,0,0,0,4.660867361496001,53756.0,1612680.0,7.7409,0,1,0,0.0,0,0.0,0,0,0,1
582211,5.1528,0.2147,3000000,24,1,0,1,0,0,0,0,0,1,50000,100000,2,1,0.0,1,100000,1,1.0,1,0,0,0,0,0,1,0,0.45,1,54.24,1,11.94584279482059,2025254.560980042,0.6751,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,1
306687,3.2607,0.2717,1000000,12,3,0,0,0,0,0,0,1,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,0,0,0,0,0,0,1,0.55,0,64.68,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,1,0,1
1087407,2.7589,0.115,3000000,24,3,0,0,0,0,0,0,0,1,50000,100000,2,1,0.0,1,100000,1,1.0,0,0,0,0,0,0,0,1,0.55,0,45.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,1,1
1359660,3.6774,0.3064,5000000,12,2,0,0,0,0,1,0,0,1,50000,100000,2,1,0.0,1,100000,1,1.0,0,1,0,0,0,1,0,0,0.45,0,50.0,0,0.0,0.0,0.0,0,0,0,1,5.2579719932295745,33141.0,994230.0,2.3862,0,0,1,0.0,0,0.0,0,0,0,1
334662,8.9643,0.498,3000000,18,2,0,0,0,0,1,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,1,0,0,1,0,0,0,0.35,0,50.98,0,0.0,0.0,0.0,0,0,0,1,6.631767774755852,126802.0,3804060.0,22.8244,0,0,1,0.0,0,0.0,0,0,0,1
1407161,1.4213,0.1184,2000000,12,2,0,0,0,1,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,1,0,0,0,1,0,0,0.45,1,77.42,0,0.0,0.0,0.0,0,0,0,1,2.5496183862466557,66505.0,1995150.0,11.9709,0,1,0,0.0,0,0.0,0,0,0,1
1076686,1.8576,0.0774,2000000,24,2,0,0,0,1,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,1,0,0,1,0,0,0,0.35,0,77.42,0,0.0,0.0,0.0,0,0,0,1,2.120100259198907,108019.0,3240570.0,38.8868,0,1,0,0.0,0,0.0,0,0,0,1
1287739,0.7766,0.0324,1000000,24,3,0,0,0,0,0,1,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,0,0,1,0,0,0,0,0.2,1,72.42,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,1287739.0,1,30.9057,1,0,0,1
740607,1.3502,0.1125,1000000,12,1,1,0,0,0,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,0,0,0,0,0,1,0,0.45,1,72.42,0,11.614710535107367,1225124.3926722864,1.2251,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,0
445897,6.728,0.5607,3000000,12,3,0,0,0,0,0,0,0,1,50000,100000,2,1,0.0,1,100000,1,1.0,0,0,0,0,0,0,0,1,0.55,1,34.2,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0,1,1
1380682,7.2428,0.3018,10000000,24,1,0,1,0,0,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,1,0,0,0,0,0,1,0,0.45,1,71.2,1,7.858681098874364,7494029.175551691,0.7494,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,1
689119,14.5113,1.2093,10000000,12,1,0,1,0,0,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,0,0,0,0,0,1,0,0.45,1,24.86,0,14.561323338403056,18633701.240804926,1.8634,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,0
1207256,4.1416,0.6903,5000000,6,3,0,0,0,0,0,1,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,0,0,1,0,0,0,0,0.2,1,72.42,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,1207256.0,1,1.4487,1,0,0,1
736343,2.7161,0.1132,2000000,24,3,0,0,0,0,0,1,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,0,0,1,0,0,0,0,0.2,1,72.42,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,736343.0,1,8.8361,1,0,0,1
440584,6.8091,0.2837,3000000,24,2,0,0,0,0,1,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,1,0,0,0,1,0,0,0.45,0,65.99,0,0.0,0.0,0.0,0,0,0,1,8.470922032721482,69360.0,2080800.0,16.6464,0,0,1,0.0,0,0.0,0,0,0,1
843574,5.9272,0.9879,5000000,6,2,0,0,0,1,0,0,0,1,50000,100000,2,1,0.0,1,100000,1,1.0,0,1,0,0,1,0,0,0,0.35,1,45.36,0,0.0,0.0,0.0,0,0,0,1,1.6366214167156525,195668.0,5870040.0,7.044,0,1,0,0.0,0,0.0,0,0,0,1
868326,3.4549,0.5758,3000000,6,2,0,0,1,0,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,1,0,0,0,1,0,0,0.45,0,77.42,0,0.0,0.0,0.0,0,0,0,1,9.199712260039941,70649.0,2119470.0,4.2389,1,0,0,0.0,0,0.0,0,0,0,1
750956,13.3164,0.7398,10000000,18,2,0,0,0,0,1,0,0,1,50000,100000,2,1,0.0,1,100000,1,1.0,0,1,0,0,0,1,0,0,0.45,1,8.42,0,0.0,0.0,0.0,0,0,0,1,2.179351094226178,30119.0,903570.0,1.6264,0,0,1,0.0,0,0.0,0,0,0,1
944198,1.0591,0.0441,1000000,24,3,0,0,0,0,0,0,1,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,0,1,0,0,0,0,0,0.1,0,72.42,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,944198.0,1,22.6608,0,1,0,1
930170,10.7507,0.5973,10000000,18,3,0,0,0,0,0,0,1,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,0,1,0,0,0,0,0,0.1,1,43.66,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,930170.0,1,1.6743,0,1,0,1
395207,25.3032,1.4057,10000000,18,3,0,0,0,0,0,0,1,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,0,0,1,0,0,0,0,0.2,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,395207.0,1,0.7114,0,1,0,1
879970,1.1364,0.0474,1000000,24,3,0,0,0,0,0,1,0,1,50000,100000,2,1,0.0,1,100000,1,1.0,0,0,0,0,0,0,0,1,0.55,0,45.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,1,0,0,1
665051,15.0364,2.5061,10000000,6,1,0,1,0,0,0,0,0,1,50000,100000,2,1,0.0,1,100000,1,1.0,1,0,0,0,0,0,1,0,0.45,0,4.82,1,2.2237828067760406,12676382.126027113,1.2676,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,1
734394,2.7233,0.1135,2000000,24,3,0,0,0,0,0,0,1,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,0,0,0,0,0,0,1,0.55,1,72.42,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,1,0,1
1253464,1.5956,0.0665,2000000,24,2,0,0,0,1,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,0,0,0,0,1,0,0,0.45,1,72.42,0,0.0,0.0,0.0,0,0,0,0,9.336713792604348,144457.0,4333710.0,52.0045,0,1,0,0.0,0,0.0,0,0,0,0
469249,2.1311,0.1776,1000000,12,1,1,0,0,0,0,0,0,1,50000,100000,2,1,0.0,1,100000,1,1.0,0,0,0,0,0,0,1,0,0.45,1,43.77,0,5.249639748400844,1913388.073625677,1.9134,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,0
1054349,2.8454,0.1581,3000000,18,3,0,0,0,0,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,0,0,1,0,0,0,0,0.2,0,72.42,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,1054349.0,1,6.3261,0,0,1,1
649354,7.7,0.4278,5000000,18,1,1,0,0,0,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,0,0,0,0,0,1,0,0.45,1,58.92,0,5.516683029360806,7676502.311828201,1.5353,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,0
351597,8.5325,1.4221,3000000,6,2,0,0,0,1,0,0,0,1,50000,100000,2,1,0.0,1,100000,1,1.0,0,1,0,0,1,0,0,0,0.35,0,26.4,0,0.0,0.0,0.0,0,0,0,1,3.951334323425547,121444.0,3643320.0,7.2866,0,1,0,0.0,0,0.0,0,0,0,1
992342,5.0386,0.4199,5000000,12,2,0,0,0,1,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,1,0,0,1,0,0,0,0.35,1,77.22,0,0.0,0.0,0.0,0,0,0,1,3.297028593095785,148090.0,4442700.0,10.6625,0,1,0,0.0,0,0.0,0,0,0,1
1431020,0.6988,0.0582,1000000,12,3,0,0,0,0,0,1,0,1,50000,100000,2,1,0.0,1,100000,1,1.0,0,0,1,0,0,0,0,0,0.1,0,45.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,1431020.0,0,17.1722,1,0,0,1
872663,11.4592,0.6366,10000000,18,3,0,0,0,0,0,0,1,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,0,0,0,0,0,0,1,0.55,1,40.12,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,1,0,1
685701,1.4584,0.081,1000000,18,3,0,0,0,0,0,0,1,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,0,0,1,0,0,0,0,0.2,1,72.42,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,685701.0,1,12.3426,0,1,0,1
1357647,1.4731,0.2455,2000000,6,2,0,0,0,1,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,1,0,0,1,0,0,0,0.35,0,77.42,0,0.0,0.0,0.0,0,0,0,1,1.6474748697706514,194345.0,5830350.0,17.4911,0,1,0,0.0,0,0.0,0,0,0,1
538134,18.5827,1.0324,10000000,18,3,0,0,0,0,0,0,1,1,50000,100000,2,1,0.0,1,100000,1,1.0,0,0,0,1,0,0,0,0,0.2,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,538134.0,1,0.9686,0,1,0,1
1309923,0.7634,0.0636,1000000,12,1,1,0,0,0,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,1,0,0,0,0,0,1,0,0.45,0,82.42,1,10.656403255317912,1049458.26692249,1.0495,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,1
672493,7.435,1.2392,5000000,6,3,0,0,0,0,0,1,0,1,50000,100000,2,1,0.0,1,100000,1,1.0,0,0,1,0,0,0,0,0,0.1,1,32.83,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,672493.0,1,0.807,1,0,0,1
1275379,2.3522,0.098,3000000,24,2,0,0,0,0,1,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,1,0,0,0,1,0,0,0.45,0,77.42,0,0.0,0.0,0.0,0,0,0,1,4.3695585669357895,139100.0,4173000.0,33.384,0,0,1,0.0,0,0.0,0,0,0,1
565983,1.7668,0.0982,1000000,18,2,0,0,0,1,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,0,0,0,0,1,0,0,0.45,0,72.42,0,0.0,0.0,0.0,0,0,0,0,0.5185724304983851,106414.0,3192420.0,57.4636,0,1,0,0.0,0,0.0,0,0,0,0
937426,2.1335,0.3556,2000000,6,3,0,0,0,0,0,0,1,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,0,0,0,0,0,0,1,0.55,0,72.42,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,1,0,1
585852,1.7069,0.0711,1000000,24,3,0,0,0,0,0,0,1,1,50000,100000,2,1,0.0,1,100000,1,1.0,0,0,0,0,0,0,0,1,0.55,0,45.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,1,0,1
1350995,2.2206,0.1234,3000000,18,1,1,0,0,0,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,1,0,0,0,0,0,1,0,0.45,0,82.42,1,6.597948906267037,2740371.4454599703,0.9135,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,1
1333677,1.4996,0.0833,2000000,18,2,0,0,0,0,1,0,0,1,50000,100000,2,1,0.0,1,100000,1,1.0,0,1,0,0,1,0,0,0,0.35,0,50.0,0,0.0,0.0,0.0,0,0,0,1,6.366213192161997,150397.0,4511910.0,40.6072,0,0,1,0.0,0,0.0,0,0,0,1
872488,11.4615,0.9551,10000000,12,1,1,0,0,0,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,0,0,0,0,0,1,0,0.45,0,40.11,0,2.619197904492873,17973361.76486629,1.7973,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,0
948046,2.1096,0.1172,2000000,18,2,0,0,1,0,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,1,0,0,0,1,0,0,0.45,0,77.42,0,0.0,0.0,0.0,0,0,0,1,6.678394281267969,131306.0,3939180.0,35.4526,1,0,0,0.0,0,0.0,0,0,0,1
403496,12.3917,0.5163,5000000,24,3,0,0,0,0,0,0,1,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,0,1,0,0,0,0,0,0.1,1,31.6,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,403496.0,0,1.9368,0,1,0,0
1424054,1.4044,0.117,2000000,12,1,1,0,0,0,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,1,0,0,0,0,0,1,0,0.45,0,82.42,1,3.502722089284397,3299092.547328777,1.6495,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,1
976990,5.1178,0.853,5000000,6,1,1,0,0,0,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,1,0,0,0,0,0,1,0,0.45,1,81.83,1,2.4843569250684894,7826594.16465851,1.5653,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,1
1024012,9.7655,0.4069,10000000,24,3,0,0,0,0,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,0,0,1,0,0,0,0,0.2,0,48.59,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,1024012.0,1,2.4576,0,0,1,1
1314595,0.7607,0.0317,1000000,24,2,0,0,1,0,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,1,0,0,1,0,0,0,0.35,0,77.42,0,0.0,0.0,0.0,0,0,0,1,1.6821115961836444,170164.0,5104920.0,122.5181,1,0,0,0.0,0,0.0,0,0,0,1
456941,10.9423,0.4559,5000000,24,2,0,0,1,0,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,1,0,0,0,1,0,0,0.45,0,45.98,0,0.0,0.0,0.0,0,0,0,1,6.948879643715821,29184.0,875520.0,4.2025,1,0,0,0.0,0,0.0,0,0,0,1
938490,3.1966,0.1776,3000000,18,2,0,0,0,0,1,0,0,1,50000,100000,2,1,0.0,1,100000,1,1.0,0,1,0,0,1,0,0,0,0.35,0,50.0,0,0.0,0.0,0.0,0,0,0,1,4.841744329578308,198292.0,5948760.0,35.6926,0,0,1,0.0,0,0.0,0,0,0,1
625935,15.9761,2.6627,10000000,6,3,0,0,0,0,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,0,0,0,0,0,0,1,0.55,1,17.53,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,1,0
485067,20.6157,0.859,10000000,24,3,0,0,0,0,0,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,0,0,0,0,0,0,1,0.55,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0,1,1
651482,4.6049,0.2558,3000000,18,3,0,0,0,0,0,0,1,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,0,1,0,0,0,0,0,0.1,0,72.42,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,651482.0,1,3.9089,0,1,0,1
1084428,4.6107,0.3842,5000000,12,2,0,0,0,0,1,0,0,1,50000,100000,2,0,78.33,1,100000,1,1.0,0,0,0,0,0,1,0,0,0.45,0,72.42,0,0.0,0.0,0.0,0,0,0,0,1.730141893184202,138170.0,4145100.0,9.9482,0,0,1,0.0,0,0.0,0,0,0,0
